UF_ESCOLA,ESFERA_GOVERNO,MUNICIPIO_ESCOLA,LOCALIZACAO_ESCOLA,NOME_ESCOLA,ALUNADO,TOTAL_RECEBIDO_ADESAO
BA,Municipal,CAMPO FORMOSO,Urbana,ESCOLA SALOMAO GALVAO DE CARVALHO,26,"7,110.00"
BA,Municipal,CAMPO FORMOSO,Urbana,ESCOLAS REUNIDAS JOSE DE ANCHIETA,120,"4,968.00"
BA,Municipal,CAMPO FORMOSO,Rural,ESCOLA VINICIUS DE MORAIS,67,"24,045.00"
BA,Municipal,CAMPO FORMOSO,Rural,ESC OTAVIANO FELICIANO DA GAMA,80,"4,848.00"
BA,Municipal,CAMPO FORMOSO,Rural,GRUPO ESCOLAR JOSE DA SILVA NAZARIO,160,"48,480.00"
BA,Municipal,CANAPOLIS,Urbana,CENTRO EDUCACIONAL CANAPOLENSE,369,"76,095.00"
BA,Municipal,CANAPOLIS,Rural,ESCOLA MUNICIPAL ANTONIO PEREIRA MENDES,40,"13,560.00"
BA,Municipal,CANAPOLIS,Rural,ESCOLA MUNICIPAL CASTRO ALVES,33,"13,455.00"
BA,Municipal,CANAPOLIS,Rural,ESCOLA MUNICIPAL JONAS DOMINGUES DE ASSUNCAO,130,"34,695.00"
BA,Municipal,CANAPOLIS,Rural,ESCOLA MUNICIPAL LIBERATO RODRIGUES MONTALVAO,140,"41,700.00"
BA,Municipal,CANAPOLIS,Rural,ESCOLA MUNICIPAL MADRE JOANA ANGELICA,50,"17,310.00"
BA,Municipal,CANAPOLIS,Rural,ESCOLA MUNICIPAL OLIMPIO PEREIRA DOS SANTOS,51,"17,325.00"
BA,Municipal,CANAPOLIS,Rural,ESCOLA MUNICIPAL PADRE JOSE DE ANCHIETA,100,"31,020.00"
BA,Municipal,CANAPOLIS,Rural,ESCOLA MUNICIPAL SABINO LOURENCO DA SILVA,150,"34,845.00"
BA,Municipal,CANAPOLIS,Rural,ESCOLA MUNICIPAL WALDECK ORNELLAS,49,"17,295.00"
BA,Municipal,CANAPOLIS,Urbana,GRUPO ESCOLAR DOM BOSCO,159,"33,105.00"
BA,Municipal,CANAPOLIS,Urbana,GRUPO ESCOLAR ODILIO DOMINGUES,136,"28,440.00"
BA,Municipal,CANARANA,Rural,CENTRO EDUCACIONAL OTAVIO MANGABEIRA,241,"76,335.00"
BA,Municipal,CANARANA,Urbana,COLEGIO MUNICIPAL CATAO DOURADO,609,"102,585.00"
BA,Municipal,CANARANA,Rural,ESCOLA DE 1 E 2 GRAU MIGUEL J ALVES,317,"94,035.00"
BA,Municipal,CANARANA,Rural,ESCOLA DE 1º GRAU JOSE FRANCISCO NUNES,153,"48,375.00"
BA,Municipal,CANARANA,Urbana,ESCOLA FAUSTINIANO LOPES RIBEIRO,662,"119,370.00"
BA,Municipal,CANARANA,Rural,ESCOLA ISAIAS LEMOS,165,"52,155.00"
BA,Municipal,CANARANA,Rural,ESCOLA JOSE BRITO DOS ANJOS,234,"59,055.00"
BA,Municipal,CANARANA,Rural,ESCOLA OLIMPIO JOSE PEREIRA,90,"27,990.00"
BA,Municipal,CANARANA,Urbana,GRUPO ESCOLAR FELIX DE SA,352,"71,520.00"
BA,Municipal,CANARANA,Urbana,GRUPO ESCOLAR GUILHERME PEREIRA DE NOVAES,83,"19,005.00"
BA,Municipal,CANARANA,Urbana,GRUPO ESCOLAR JOSE MARTINS FILHO,398,"80,850.00"
BA,Estadual,CANAVIEIRAS,Urbana,EE - ESCOLA ESTADUAL 15 DE OUTUBRO,120,"14,328.00"
BA,Estadual,CANDEAL,Urbana,EE - COLEGIO ESTADUAL JOSE RUFINO,139,"17,091.00"
BA,Municipal,CANDEAL,Rural,ESC CEL JOSE RUFINO,26,"10,470.00"
BA,Municipal,CANDEAL,Rural,ESC DE 1 GRAU RIBEIRO TAVARES,160,"48,480.00"
BA,Municipal,CANDEAL,Rural,ESC DR AUGUSTO MATIAS DA SILVA,104,"34,680.00"
BA,Municipal,CANDEAL,Rural,ESC MANOEL FERREIRA LIMA,29,"10,515.00"
BA,Municipal,CANDEAL,Rural,ESCOLA JOSE SERGIO DA MOTA,58,"17,430.00"
BA,Municipal,CANDEIAS,Urbana,ASBREMFO ASSOC B RECREAT MORAD DA R DAS FONTES,170,"35,670.00"
BA,Municipal,CANDEIAS,Rural,CENTRO DE EDUCACAO GISELLA TYGEL,200,"59,160.00"
BA,Municipal,CANDEIAS,Urbana,CENTRO EDUCACIONAL DISNEYLANDIA,150,"31,050.00"
BA,Municipal,CANDEIAS,Urbana,COLEGIO PROFESSOR DASIO JOSE DE SOUZA,510,"95,370.00"
BA,Estadual,CANDEIAS,Urbana,EE - COLEGIO DA POLICIA MILITAR - CPM FRANCISCO PEDRO DE OLIVEIRA,200,"40,440.00"
BA,Estadual,CANDEIAS,Urbana,EE - ESCOLA NOSSA SENHORA DAS GRACAS,150,"18,630.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA ACOMBASA ASSOC C DO B DO SANTO ANTONIO,79,"9,927.00"
BA,Municipal,CANDEIAS,Rural,ESCOLA MUNICIPAL 14 DE AGOSTO,380,"111,540.00"
BA,Municipal,CANDEIAS,Rural,ESCOLA MUNICIPAL ALBERTINA DIAS COELHO,201,"62,775.00"
BA,Municipal,CANDEIAS,Rural,ESCOLA MUNICIPAL ALDA ADRIANA SILVA CARNAUBA,99,"31,005.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL ALFREDO DA SILVA SERRA,360,"57,000.00"
BA,Municipal,CANDEIAS,Rural,ESCOLA MUNICIPAL ANALICE BATISTA XAVIER,25,"10,455.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL ANTONIO CARLOS MAGALHAES,112,"23,760.00"
BA,Municipal,CANDEIAS,Rural,ESCOLA MUNICIPAL ANTONIO CRISTINO DOS SANTOS,31,"13,425.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL ANTONIO MARTINS DOS SANTOS,29,"7,155.00"
BA,Municipal,CANDEIAS,Rural,ESCOLA MUNICIPAL ARGENTINA CASTELO BRANCO,200,"59,160.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL BATISTA,175,"35,745.00"
BA,Municipal,CANDEIAS,Rural,ESCOLA MUNICIPAL BENITO SARNO,30,"10,530.00"
BA,Municipal,CANDEIAS,Rural,ESCOLA MUNICIPAL CASTRO ALVES,75,"24,165.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL COMUNITARIA S FRANCISCO,74,"16,470.00"
BA,Municipal,CANDEIAS,Rural,ESCOLA MUNICIPAL CONSELHEIRO LUIZ VIANA,258,"76,590.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL DOM AVELAR,66,"16,350.00"
BA,Municipal,CANDEIAS,Rural,ESCOLA MUNICIPAL DOM PEDRO I,73,"24,135.00"
BA,Municipal,CANDEIAS,Rural,ESCOLA MUNICIPAL DR GUALBERTO DANTAS FONTES,80,"24,240.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL EDITH DIAS DOS SANTOS,120,"23,880.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL EGBERTO DE CARVALHO FERREIRA,99,"21,165.00"
BA,Municipal,CANDEIAS,Rural,ESCOLA MUNICIPAL IVONICE COSTA SOTERO,180,"52,380.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPALIZADA ADRIANO GORDILHO,140,"28,500.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPALIZADA MARGARIDA SOUZA,88,"19,080.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL JONAS BARBOSA DE LIMA,135,"28,425.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL JULIETA VIANA,180,"35,820.00"
BA,Municipal,CANDEIAS,Rural,ESCOLA MUNICIPAL JUNQUEIRA FREIRE,62,"23,970.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL LAURENTINO N DA CRUZ,167,"23,880.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL LINDAURA DE S GUALBERTO,71,"16,425.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL MARISE DE CAMPOS,97,"16,485.00"
BA,Municipal,CANDEIAS,Rural,ESCOLA MUNICIPAL MILTON DOS SANTOS MATOS,141,"27,930.00"
BA,Municipal,CANDEIAS,Rural,ESCOLA MUNICIPAL MONTEIRO LOBATO,36,"13,500.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL NOVA CANDEIAS,250,"52,230.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL PAPA PAULO VI,552,"111,960.00"
BA,Municipal,CANDEIAS,Rural,ESCOLA MUNICIPAL PASTO DE FORA,23,"10,425.00"
BA,Municipal,CANDEIAS,Rural,ESCOLA MUNICIPAL PE JOSE DE ANCHIETA,53,"17,355.00"
BA,Municipal,CANDEIAS,Rural,ESCOLA MUNICIPAL PE MANOEL DA NOBREGA,133,"41,595.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL PROFª ALZIRA FERREIRA RIBEIRO,43,"11,685.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL ROBERTA LOPES DA SILVA,123,"28,245.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL SAN MARTINS,60,"11,940.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL SANTA CLARA,21,"7,035.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL SAO JOAO BATISTA,95,"21,105.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL SOCIAL CULTURAL CRISTA,100,"21,180.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL TERCIA BORGES,150,"31,050.00"
BA,Municipal,CANDEIAS,Rural,ESCOLA MUNICIPAL THYERES NOVAES CERQUEIRA LIMA,75,"24,165.00"
BA,Municipal,CANDEIAS,Rural,ESCOLA MUNICIPAL UBALDO DE CARVALHO FERREIRA,66,"24,030.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA MUNICIPAL YEDA BARRADAS CARNEIRO,250,"52,230.00"
BA,Municipal,CANDEIAS,Urbana,ESCOLA RUTH ROCHA,65,"9,801.00"
BA,Estadual,CANDIBA,Urbana,EE - ESCOLA ESTADUAL JOAQUIM DA SILVA MARTINS,80,"9,936.00"
BA,Municipal,CANDIDO SALES,Rural,CENTRO EDUCACIONAL ADINALVA LACERDA SANTOS,248,"59,115.00"
BA,Municipal,CANDIDO SALES,Rural,CENTRO EDUCACIONAL ANTONIO JOSE ALVES,120,"34,920.00"
BA,Municipal,CANDIDO SALES,Urbana,CENTRO EDUCACIONAL GETULIO VARGAS,240,"47,760.00"
BA,Municipal,CANDIDO SALES,Rural,CENTRO EDUCACIONAL LEONIDAS CARDOSO,235,"69,765.00"
BA,Municipal,CANDIDO SALES,Urbana,CENTRO EDUCACIONAL PROFESSORA IRACY ALMEIDA VARGES,150,"31,050.00"
BA,Municipal,CANDIDO SALES,Rural,CENTRO EDUCACIONAL ROGACIANO FERRAZ DUTRA,175,"52,305.00"
BA,Municipal,CANDIDO SALES,Urbana,CENTRO MUNIC DE EDUC INFANTIL MONTEIRO LOBATO,90,"19,110.00"
BA,Municipal,CANDIDO SALES,Urbana,CENTRO MUNICIPAL DE EDUCACAO INFANTIL DAUREA ALVES DA GLORIA,150,"31,050.00"
BA,Municipal,CANDIDO SALES,Urbana,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFª ZILDA DIAS EVANGELISTA SANTOS,120,"23,880.00"
BA,Municipal,CANDIDO SALES,Urbana,COL ORLANDO SPINOLA,150,"31,050.00"
BA,Municipal,CANDIDO SALES,Urbana,ESC MUNICIPAL MARGARIDA OLIVEIRA,90,"19,110.00"
BA,Municipal,CANDIDO SALES,Urbana,ESC MUNICIPAL OSORIO MENDES DA LUZ,100,"21,180.00"
BA,Municipal,CANDIDO SALES,Rural,ESCOLA ANTONIO CARLOS MAGALHAES,66,"24,030.00"
BA,Municipal,CANDIDO SALES,Rural,ESCOLA JUVENIL ANTONIO BRITO,20,"6,780.00"
BA,Municipal,CANDIDO SALES,Rural,ESCOLA MUN HUMBERTO DE A C BRANCO,45,"17,235.00"
BA,Municipal,CANDIDO SALES,Urbana,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSORA VERA NEUSA PECANHA ACIOLY,120,"23,880.00"
BA,Municipal,CANDIDO SALES,Rural,ESCOLA MUNICIPAL JOVIANO MARTINS DE OLIVEIRA,150,"45,450.00"
BA,Municipal,CANDIDO SALES,Rural,ESCOLA MUNICIPAL SAO GERONIMO,25,"10,455.00"
BA,Municipal,CANDIDO SALES,Urbana,GRUPO ESCOLAR ROBERTO SANTOS,200,"40,440.00"
BA,Municipal,CANDIDO SALES,Rural,INSTITUTO EDUCACIONAL JOAO LOPES PONTES,159,"48,465.00"
BA,Municipal,CANSANCAO,Urbana,CENTRO EDUCACIONAL OSMILTON BATISTA SOUZA,120,"23,880.00"
BA,Municipal,CANSANCAO,Urbana,CENTRO EDUCACIONAL ROSINA PEREIRA DOS SANTOS,100,"21,180.00"
BA,Municipal,CANSANCAO,Urbana,EDUCANDARIO SENHORA SANTANA,150,"31,050.00"
BA,Municipal,CANSANCAO,Rural,ESCOLA DE 1º E 2º GRAU MENINO DEUS,332,"93,870.00"
BA,Municipal,CANSANCAO,Rural,ESCOLA MUNICIPAL AMANCIO DE ARAUJO,100,"31,020.00"
BA,Municipal,CANSANCAO,Rural,ESCOLA MUNICIPAL BERNARDINO EVANGELISTA DE SANTANA,69,"24,075.00"
BA,Municipal,CANSANCAO,Rural,ESCOLA MUNICIPAL BERNARDINO PEREIRA DOS SANTOS,160,"48,480.00"
BA,Municipal,CANSANCAO,Rural,ESCOLA MUNICIPAL DEPUTADO LUCIANO SIMOES,251,"65,835.00"
BA,Municipal,CANSANCAO,Urbana,ESCOLA MUNICIPAL DOMINGOS FRANCA,54,"7,110.00"
BA,Municipal,CANSANCAO,Rural,ESCOLA MUNICIPAL FRANCISCO BORGES,180,"52,380.00"
BA,Municipal,CANSANCAO,Rural,ESCOLA MUNICIPAL JORGE PEREIRA DE SOUZA,50,"17,310.00"
BA,Municipal,CANSANCAO,Rural,ESCOLA MUNICIPAL JOSE BATISTA,39,"13,545.00"
BA,Municipal,CANSANCAO,Urbana,ESCOLA MUNICIPAL MARIA PINHEIRO DAMASCENO,120,"23,880.00"
BA,Municipal,CANSANCAO,Rural,ESCOLA MUNICIPAL MOISES RIBEIRO FILHO,67,"24,045.00"
BA,Municipal,CANSANCAO,Urbana,ESCOLA MUNICIPAL SENHOR DO BONFIM,477,"64,185.00"
BA,Municipal,CANSANCAO,Rural,ESCOLA MUNICIPAL VALERIO DE SOUZA BARROS,76,"24,180.00"
BA,Municipal,CANSANCAO,Rural,ESCOLA OLIVIA MARIA DA SILVA FERREIRA,84,"27,900.00"
BA,Municipal,CANSANCAO,Urbana,ESCOLAS REUNIDAS JOAO CORDEIRO,143,"18,567.00"
BA,Municipal,CANSANCAO,Rural,NUCLEO ESCOLA MUNICIPAL CARLOS JOSE DE OLIVEIRA,160,"48,480.00"
BA,Municipal,CAPELA DO ALTO ALEGRE,Urbana,CENTRO EDUCACIONAL MANOEL GERALDO CARNEIRO,120,"21,120.00"
BA,Municipal,CAPELA DO ALTO ALEGRE,Rural,ESCOLA MUNICIPAL BERNARDO FELICIANO DE CERQUEIRA,53,"10,413.00"
BA,Municipal,CAPELA DO ALTO ALEGRE,Rural,ESCOLA MUNICIPAL CARNEIRO RIBEIRO,77,"24,195.00"
BA,Municipal,CAPELA DO ALTO ALEGRE,Rural,ESCOLA MUNICIPAL CASSIMIRO RODRIGUES DOS SANTOS,91,"18,531.00"
BA,Municipal,CAPELA DO ALTO ALEGRE,Rural,ESCOLA MUNICIPAL DARCY RIBEIRO,87,"16,767.00"
BA,Municipal,CAPELA DO ALTO ALEGRE,Urbana,ESCOLA MUNICIPAL DR JAIRO CARNEIRO,200,"35,610.00"
BA,Municipal,CAPELA DO ALTO ALEGRE,Rural,ESCOLA MUNICIPAL JOANA RIOS,127,"30,975.00"
BA,Municipal,CAPELA DO ALTO ALEGRE,Rural,ESCOLA MUNICIPAL PAULO FREIRE,158,"30,960.00"
BA,Municipal,CAPIM GROSSO,Urbana,COLEGIO MUNICIPAL ANTONIO JOAQUIM RIBEIRO,301,"38,421.00"
BA,Municipal,CAPIM GROSSO,Urbana,COLEGIO MUNICIPAL EDIVALDO MACHADO BOAVENTURA,400,"59,700.00"
BA,Municipal,CAPIM GROSSO,Urbana,COL MUL TARCILIA EVANGELISTA DE ANDRADE,850,"159,645.00"
BA,Municipal,CAPIM GROSSO,Urbana,ESC MUL OTAVIANO FERREIRA DOS SANTOS,286,"47,580.00"
BA,Municipal,CAPIM GROSSO,Urbana,ESCOLA MUL MAXIMINIANO JOSE DOS SANTOS,38,"9,210.00"
BA,Municipal,CAPIM GROSSO,Urbana,ESCOLA MUNICIPAL CANDIDA ROSA VILAS BOAS,280,"42,960.00"
BA,Municipal,CAPIM GROSSO,Urbana,ESCOLA MUNICIPAL FRANCISCO MACHADO DOS SANTOS,150,"31,050.00"
BA,Municipal,CAPIM GROSSO,Rural,ESCOLA MUNICIPAL MANOEL JOSE VITORINO DA SILVA,30,"10,530.00"
BA,Municipal,CAPIM GROSSO,Rural,ESCOLA MUNICIPAL OSVALDO VILAS,160,"48,480.00"
BA,Municipal,CAPIM GROSSO,Rural,ESCOLA MUNICIPAL RUI BARBOSA,39,"13,545.00"
BA,Municipal,CAPIM GROSSO,Urbana,ESCOLA MUNICIPAL VICENTE MOREIRA MENDES,124,"28,260.00"
BA,Municipal,CARAVELAS,Rural,CENTRO EDUCACIONAL PROF JULIO GERONIMO,312,"65,940.00"
BA,Municipal,CARAVELAS,Urbana,ESCOLA ESTADUAL ALEGRIA DO POVO,91,"21,045.00"
BA,Municipal,CARAVELAS,Urbana,ESCOLA MUNICIPAL ALDA NUNES SANTOS,125,"21,180.00"
BA,Municipal,CARAVELAS,Urbana,ESCOLA MUNICIPAL ALMIR SANTANNA SOARES,234,"28,602.00"
BA,Municipal,CARAVELAS,Urbana,ESCOLA MUNICIPAL CLAUDIONORA NOBRE DE MELO,520,"62,856.00"
BA,Municipal,CARAVELAS,Urbana,ESCOLA MUNICIPAL DO ENSINO FUNDAMENTAL ISABEL COSTA,235,"35,565.00"
BA,Municipal,CARAVELAS,Rural,ESCOLA MUNICIPAL DOMINGOS CARLOS DA ROCHA,100,"31,020.00"
BA,Municipal,CARAVELAS,Urbana,ESCOLA MUNICIPAL EDE SANTOS,185,"35,535.00"
BA,Municipal,CARAVELAS,Rural,ESCOLA MUNICIPAL FRANCISCO HENRIQUE DOS SANTOS,350,"62,766.00"
BA,Municipal,CARAVELAS,Rural,ESCOLA MUNICIPAL JOSE BONIFACIO,20,"6,780.00"
BA,Municipal,CARAVELAS,Urbana,ESCOLA MUNICIPAL JOSE LUIZ DE SOUZA,256,"33,120.00"
BA,Municipal,CARAVELAS,Rural,ESCOLA MUNICIPAL OMAR CAJA,218,"58,875.00"
BA,Municipal,CARAVELAS,Rural,ESCOLA MUNICIPAL SEBASTIAO PEREIRA DOS SANTOS,178,"34,920.00"
BA,Municipal,CARAVELAS,Rural,ESCOLA MUNI MARIA DA NATIVIDADE S FERREIRA,61,"23,955.00"
BA,Municipal,CARDEAL DA SILVA,Urbana,ESCOLA DE 1 GRAU MENANDRO MINAHIM,100,"21,180.00"
BA,Municipal,CARDEAL DA SILVA,Urbana,ESCOLA MUNICIPAL ORLANDO IMPROTA,100,"21,180.00"
BA,Municipal,CASA NOVA,Rural,CENTRO EDUCACIONAL SAO SEBASTIAO,100,"31,020.00"
BA,Estadual,CASA NOVA,Urbana,EE - COLEGIO ESTADUAL CONSELHEIRO LUIZ VIANA,150,"31,050.00"
BA,Estadual,CASA NOVA,Urbana,EE - COLEGIO ESTADUAL GETULIO VARGAS,217,"27,009.00"
BA,Estadual,CASA NOVA,Urbana,EE - COLEGIO ESTADUAL PROFESSORA IRENE CAMPOS DOS SANTOS,250,"31,338.00"
BA,Municipal,CASA NOVA,Urbana,ESC MUNICIPAL SENADOR LUIZ VIANA FILHO,250,"52,230.00"
BA,Municipal,CASA NOVA,Urbana,ESC MUN PROF SOLON ALVES XAVIER DE SOUZA,300,"59,700.00"
BA,Municipal,CASA NOVA,Rural,ESCOLA BOM JESUS DA LAPA,174,"52,290.00"
BA,Municipal,CASA NOVA,Rural,ESCOLA CICERO VERISSIMO,53,"17,355.00"
BA,Municipal,CASA NOVA,Rural,ESCOLA DELMIRO DANTAS CAMPOS,67,"24,045.00"
BA,Municipal,CASA NOVA,Rural,ESCOLA DR JOSE ARAUJO,200,"59,160.00"
BA,Municipal,CASA NOVA,Rural,ESCOLA MATILDE DIAS DA SILVA,160,"48,480.00"
BA,Municipal,CASA NOVA,Rural,ESCOLA MUL ALFREDO NUNES,150,"45,450.00"
BA,Municipal,CASA NOVA,Rural,ESCOLA MUL RUI BARBOSA,83,"27,885.00"
BA,Municipal,CASA NOVA,Urbana,ESCOLA MUN ALANO VIANA DE ARAUJO,280,"57,000.00"
BA,Municipal,CASA NOVA,Rural,ESCOLA MUN DE PAU A PIQUE,100,"31,020.00"
BA,Municipal,CASA NOVA,Urbana,ESCOLA MUN EULALIA DOS PASSOS CASTRO,150,"31,050.00"
BA,Municipal,CASA NOVA,Rural,ESCOLA MUN HILDA TORRES DOS SANTOS,116,"34,860.00"
BA,Municipal,CASA NOVA,Rural,ESCOLA MUNICIPAL DE LUIZ VIANA,106,"12,050.00"
BA,Municipal,CASA NOVA,Rural,ESCOLA MUNICIPAL DR ADOLPHO VIANNA,161,"41,670.00"
BA,Municipal,CASA NOVA,Rural,ESCOLA MUNICIPAL JOAQUIM OLIVEIRA DA SILVA,250,"69,675.00"
BA,Municipal,CASA NOVA,Urbana,ESCOLA MUNICIPAL JOIAS DE CRISTO,300,"59,700.00"
BA,Municipal,CASA NOVA,Rural,ESCOLA MUNICIPAL JOSE DIAS DA SILVA,205,"62,835.00"
BA,Municipal,CASA NOVA,Urbana,ESCOLA MUNICIPAL PROFª IRENE SANTOS VIANA,360,"56,910.00"
BA,Municipal,CASA NOVA,Rural,ESCOLA MUNICIPAL PROFESSORA AURENE BEZERRA ANGELIN,250,"76,470.00"
BA,Municipal,CASA NOVA,Urbana,ESCOLA MUNICIPAL PROFESSORA JULIA BORGES,250,"52,230.00"
BA,Municipal,CASA NOVA,Rural,ESCOLA PROFA GENILDA VIANA DE CASTRO DANTAS CAMPOS,110,"34,770.00"
BA,Municipal,CASA NOVA,Rural,ESCOLA SANTA ANA,100,"31,020.00"
BA,Municipal,CASA NOVA,Rural,ESCOLA SAO LUIZ,64,"24,000.00"
BA,Municipal,CASA NOVA,Rural,ESCOLA VOLTA DA ESPERANCA,40,"13,560.00"
BA,Municipal,CASA NOVA,Rural,GINASIO MUNICIPAL LAURO CASTRO,180,"52,380.00"
BA,Municipal,CASA NOVA,Rural,GRUPO ESCOLAR SRA SANTANA,450,"132,750.00"
BA,Municipal,CASTRO ALVES,Rural,COLEGIO MUN DR REINALDO BARRETO ROSA,152,"48,360.00"
BA,Municipal,CASTRO ALVES,Urbana,COLEGIO MUNICIPAL LUIS EDUARDO MAGALHAES,280,"57,000.00"
BA,Municipal,CASTRO ALVES,Urbana,COLEGIO MUNICIPAL VICENTE JOSE DE LIMA,400,"59,700.00"
BA,Municipal,CASTRO ALVES,Rural,COLEGIO MUN PROFª CLARICE DIAS DE CASTRO,120,"34,920.00"
BA,Municipal,CASTRO ALVES,Rural,COLEGIO MUN ZULMIRA MAGALHAES NASCIMENTO,181,"58,875.00"
BA,Municipal,CASTRO ALVES,Rural,ESC DR RAFAEL JAMBEIRO,39,"13,545.00"
BA,Municipal,CASTRO ALVES,Rural,ESC MUL ANICETO FERREIRA,25,"6,273.00"
BA,Municipal,CASTRO ALVES,Rural,ESC MUL ANTONIO CARLOS MAGALHAES,50,"17,310.00"
BA,Municipal,CASTRO ALVES,Rural,ESC MUL GETULIO VARGAS,31,"8,055.00"
BA,Municipal,CASTRO ALVES,Rural,ESC MUL JOAO DURVAL CARNEIRO,21,"6,237.00"
BA,Municipal,CASTRO ALVES,Rural,ESC MUL JOAO PAULO II,48,"10,368.00"
BA,Municipal,CASTRO ALVES,Rural,ESC MUL JORGE AMADO,58,"17,430.00"
BA,Municipal,CASTRO ALVES,Rural,ESC MUL PASCHOAL BLUMETTI,30,"10,530.00"
BA,Municipal,CASTRO ALVES,Rural,ESC MUL PLACIDO NOVAES DE ALBUQUERQUE,92,"30,900.00"
BA,Municipal,CASTRO ALVES,Urbana,ESC MUL REUNIDAS CECILIA NUNES,286,"54,810.00"
BA,Municipal,CASTRO ALVES,Rural,ESC MUL SERVILHO LOPES,20,"4,068.00"
BA,Municipal,CASTRO ALVES,Rural,ESC MUL VINICIUS DE MORAES,21,"6,237.00"
BA,Municipal,CASTRO ALVES,Rural,ESCOLA FRANCISCO ANTONIO DO NASCIMENTO,28,"10,500.00"
BA,Municipal,CASTRO ALVES,Rural,ESCOLA MUL 7 DE SETEMBRO,34,"13,470.00"
BA,Municipal,CASTRO ALVES,Urbana,ESCOLA MUNICIPAL FLAVIANA EMILIA RIBEIRO,204,"31,035.00"
BA,Municipal,CASTRO ALVES,Urbana,ESCOLA MUNICIPAL JOSE AUGUSTO DE ANDRADE,39,"5,535.00"
BA,Municipal,CASTRO ALVES,Rural,ESCOLA MUNICIPAL MARCIANO SAMPAIO,26,"10,470.00"
BA,Municipal,CASTRO ALVES,Rural,ES MUL JOAQUIM MATIAS DE ALMEIDA,24,"6,264.00"
BA,Municipal,CASTRO ALVES,Urbana,GRUPO ESCOLAR DR OSVALDO CAMPOS,120,"21,105.00"
BA,Municipal,CASTRO ALVES,Urbana,GRUPO ESCOLAR JOAO XXIII,100,"12,708.00"
BA,Municipal,CASTRO ALVES,Urbana,GRUPO ESCOLAR PROF EUGENIO ARAUJO,120,"23,880.00"
BA,Municipal,CASTRO ALVES,Urbana,GRUPO ESCOLAR PROF FELIPE TOMAZ DE MATOS,106,"23,670.00"
BA,Municipal,CATOLANDIA,Rural,ESCOLA DE 1º GRAU SAO MIGUEL,40,"13,560.00"
BA,Municipal,CATOLANDIA,Rural,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SAO PEDRO,44,"17,220.00"
BA,Municipal,CATOLANDIA,Urbana,ESCOLA NORMAL MUNICIPAL NOSSA SENHORA DA PENHA,100,"21,180.00"
BA,Municipal,CATOLANDIA,Urbana,ESCOLA PROFª CLEONICE LOPES,100,"21,180.00"
BA,Municipal,CATOLANDIA,Rural,ESCOLA TRES CORACOES,31,"13,425.00"
BA,Estadual,CATU,Rural,EE - COLEGIO ESTADUAL DOUTOR ANTONIO CARLOS MAGALHAES - DIST SITIO DO MEIO,102,"34,650.00"
BA,Estadual,CATU,Urbana,EE - COLEGIO ESTADUAL DOUTOR LUIZ VIANA FILHO - SITIO NOVO,60,"11,940.00"
BA,Estadual,CATU,Urbana,EE - COLEGIO ESTADUAL MARIA ISABEL DE MELO GOES,150,"21,150.00"
BA,Municipal,CATU,Urbana,ESCOLA BARAO DE CAMACARI,120,"18,990.00"
BA,Municipal,CATU,Rural,ESCOLA DOM JUSTINO JOSE DE SANTANA,95,"18,567.00"
BA,Municipal,CATU,Rural,ESCOLA LAURA BATISTA,98,"30,990.00"
