ANO_REFERENCIA,UF_ESCOLA,MUNICIPIO_ESCOLA,ESFERA_GOVERNO,LOCALIZACAO_ESCOLA,INEP_ESCOLA,NOME_ESCOLA,ALUNADO,TOTAL_RECEBIDO_ADESAO,,,
2016,RJ,SAO GONCALO,Municipal,Urbana,33089710,ESCOLA MUNICIPAL VISCONDE DE SEPETIBA,120,R$ 23.880,0,,
2016,BA,ITABERABA,Municipal,Urbana,29084083,ESCOLA MUNICIPAL VIRIATO SAMPAIO,296,R$ 35.784,0,,
2016,BA,CAMACARI,Municipal,Urbana,29371910,ESCOLA MUNICIPAL VIRGINIA REIS TUDE,100,R$ 21.180,0,,
2016,BA,BARRO PRETO,Municipal,Rural,29294002,ESCOLA MUNICIPAL VIRGINIA MARS,178,R$ 52.350,0,,
2016,BA,MUCURI,Municipal,Urbana,29324840,ESCOLA MUNICIPAL VIRGILIO TEOFILO,30,R$ 7.170,0,,
2016,CE,FORTALEZA,Municipal,Urbana,23256044,ESCOLA MUNICIPAL VIRGILIO TAVORA,100,R$ 12.708,0,,
2016,BA,ESPLANADA,Municipal,Urbana,29157390,ESCOLA MUNICIPAL VIRGILIO SERRA,66,R$ 9.810,0,,
2016,AM,MANAQUIRI,Municipal,Rural,13063464,ESCOLA MUNICIPAL VIRGILIO ALEXANDRE,108,R$ 34.740,0,,
2016,GO,PADRE BERNARDO,Municipal,Rural,52093913,ESCOLA MUNICIPAL VINICIUS DE MORAIS,120,R$ 12.120,0,,
2016,BA,PAULO AFONSO,Municipal,Urbana,29035600,ESCOLA MUNICIPAL VINICIUS DE MORAES,30,R$ 2.710,0,,
2016,MG,BELO HORIZONTE,Municipal,Urbana,31217841,ESCOLA MUNICIPAL VINICIUS DE MORAES,300,R$ 59.700,0,,
2016,PI,TERESINA,Municipal,Urbana,22251723,ESCOLA MUNICIPAL VINICIUS DE MORAES,100,R$ 21.180,0,,
2016,BA,JEQUIE,Municipal,Urbana,29228441,ESCOLA MUNICIPAL VILMA BRITO SARMENTO,300,R$ 59.700,0,,
2016,GO,URUACU,Municipal,Urbana,52069605,ESCOLA MUNICIPAL VILANIR ALENCAR CAMAPUM,90,R$ 19.110,0,,
2016,BA,ITAMARAJU,Municipal,Rural,29321638,ESCOLA MUNICIPAL VILA UNIAO,120,R$ 34.920,0,,
2016,PR,CURITIBA,Municipal,Urbana,41537890,ESCOLA MUNICIPAL VILA TORRES-EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,71,R$ 4.050,0,,
2016,PE,RECIFE,Municipal,Urbana,26121158,ESCOLA MUNICIPAL VILA SESAMO,120,R$ 14.328,0,,
2016,PE,RECIFE,Municipal,Urbana,26123126,ESCOLA MUNICIPAL VILA SAO MIGUEL,120,R$ 23.880,0,,
2016,BA,LAURO DE FREITAS,Municipal,Urbana,29914787,ESCOLA MUNICIPAL VILA NOVA,150,R$ 31.050,0,,
2016,BA,RUY BARBOSA,Municipal,Urbana,29412390,ESCOLA MUNICIPAL VILA NOVA,20,R$ 4.620,0,,
2016,TO,GURUPI,Municipal,Urbana,17022088,ESCOLA MUNICIPAL VILA NOVA,65,R$ 5.445,0,,
2016,BA,OLIVEIRA DOS BREJINHOS,Municipal,Urbana,29210380,ESCOLA MUNICIPAL VILA MARIA,125,R$ 9.585,0,,
2016,BA,BOM JESUS DA LAPA,Municipal,Urbana,29375193,ESCOLA MUNICIPAL VILA MAIA,294,R$ 35.766,0,,
2016,MG,BELO HORIZONTE,Municipal,Urbana,31330868,ESCOLA MUNICIPAL VILA FAZENDINHA,225,R$ 47.535,0,,
2016,RJ,NITEROI,Municipal,Urbana,33056609,ESCOLA MUNICIPAL VILA COSTA MONTEIRO,100,R$ 21.180,0,,
2016,BA,BARRA DO CHOCA,Municipal,Rural,29267935,ESCOLA MUNICIPAL VIEIRA DE MELO,60,R$ 17.460,0,,
2016,PE,JABOATAO DOS GUARARAPES,Municipal,Urbana,26109905,ESCOLA MUNICIPAL VIDAL DE NEGREIROS,229,R$ 47.595,0,,
2016,BA,ANGICAL,Municipal,Rural,29005825,ESCOLA MUNICIPAL VIDA E SABER,80,R$ 8.080,0,,
2016,MT,CONFRESA,Municipal,Urbana,51064413,ESCOLA MUNICIPAL VIDA E ESPERANCA,250,R$ 45.015,0,,
2016,BA,SANTA CRUZ CABRALIA,Municipal,Urbana,29327687,ESCOLA MUNICIPAL VICTURINO DA PURIFICACAO FIGUEIREDO,300,R$ 59.700,0,,
2016,PE,SERRA TALHADA,Municipal,Rural,26022656,ESCOLA MUNICIPAL VICENTE SANTINO,33,R$ 13.455,0,,
2016,GO,GOIANIA,Municipal,Urbana,52037320,ESCOLA MUNICIPAL VICENTE RODRIGUES DO PRADO,120,R$ 23.880,0,,
2016,MG,GOVERNADOR VALADARES,Municipal,Rural,31048909,ESCOLA MUNICIPAL VICENTE PETRONILHO DE OLIVEIRA,151,R$ 48.345,0,,
2016,PE,CORRENTES,Municipal,Rural,26075237,ESCOLA MUNICIPAL VICENTE NUNES DE FARIAS,51,R$ 6.015,0,,
2016,BA,CAPIM GROSSO,Municipal,Urbana,29070333,ESCOLA MUNICIPAL VICENTE MOREIRA MENDES,124,R$ 28.260,0,,
2016,PE,SERRA TALHADA,Municipal,Urbana,26155001,ESCOLA MUNICIPAL VICENTE INACIO DE OLIVEIRA,150,R$ 31.050,0,,
2016,MG,BELO HORIZONTE,Municipal,Urbana,31003816,ESCOLA MUNICIPAL VICENTE GUIMARAES,350,R$ 71.490,0,,
2016,CE,FORTALEZA,Municipal,Urbana,23078413,ESCOLA MUNICIPAL VICENTE FIALHO,160,R$ 19.872,0,,
2016,PE,JOAO ALFREDO,Municipal,Rural,26068907,ESCOLA MUNICIPAL VICENTE FERREIRA DAS GRACAS,43,R$ 17.205,0,,
2016,PE,JOAO ALFREDO,Municipal,Rural,26069148,ESCOLA MUNICIPAL VICENTE FERREIRA CAMPOS,121,R$ 41.415,0,,
2016,PE,BEZERROS,Municipal,Rural,26051966,ESCOLA MUNICIPAL VICENTE FERREIRA,200,R$ 59.160,0,,
2016,PI,JUAZEIRO DO PIAUI,Municipal,Rural,22035168,ESCOLA MUNICIPAL VICENTE DE SOUSA ALVES,20,R$ 6.780,0,,
2016,MG,PARA DE MINAS,Municipal,Rural,31034991,ESCOLA MUNICIPAL VICENTE DE PAULA SOUZA,20,R$ 6.780,0,,
2016,GO,AGUAS LINDAS DE GOIAS,Municipal,Urbana,52051510,ESCOLA MUNICIPAL VICENTE DE PAULA LISBOA,150,R$ 31.050,0,,
2016,PE,SERTANIA,Municipal,Urbana,26030497,ESCOLA MUNICIPAL VICENTE BEZERRA DA SILVA,79,R$ 16.545,0,,
2016,GO,PADRE BERNARDO,Municipal,Urbana,52093921,ESCOLA MUNICIPAL VICENTE AMARO DOS SANTOS,120,R$ 4.968,0,,
2016,PE,IPUBI,Municipal,Urbana,26183412,ESCOLA MUNICIPAL VICE PREFEITO JOSE DE SIQUEIRA ALVES,190,R$ 40.290,0,,
2016,SE,SANTO AMARO DAS BROTAS,Municipal,Urbana,28031270,ESCOLA MUNICIPAL VICE GOVERNADOR BENEDITO FIGUEIREDO,80,R$ 16.560,0,,
2016,SE,ITABAIANA,Municipal,Urbana,28030460,ESCOLA MUNICIPAL VICE GOV BENEDITO FIGUEIREDO,150,R$ 18.630,0,,
2016,GO,LEOPOLDO DE BULHOES,Municipal,Urbana,52039161,ESCOLA MUNICIPAL VESPASIANO DA COSTA FERREIRA,153,R$ 19.809,0,,
2016,MG,BARROSO,Municipal,Urbana,31233447,ESCOLA MUNICIPAL VEROTAVIO RUFINO PEREIRA,25,R$ 7.095,0,,
2016,PE,ESCADA,Municipal,Urbana,26177080,ESCOLA MUNICIPAL VERONICE MARIA DA CONCEICAO,21,R$ 7.035,0,,
2016,TO,ARAGUAINA,Municipal,Urbana,17054508,ESCOLA MUNICIPAL VEREADORA LUZIA MACHADO,250,R$ 31.338,0,,
2016,BA,AMARGOSA,Municipal,Rural,29223130,ESCOLA MUNICIPAL VEREADORA IRACI ALVES BORGES SILVA,20,R$ 6.780,0,,
2016,PI,TERESINA,Municipal,Rural,22025189,ESCOLA MUNICIPAL VEREADOR VIEIRA TORANGA,90,R$ 10.050,0,,
2016,MT,CONFRESA,Municipal,Rural,51018942,ESCOLA MUNICIPAL VEREADOR VALDEMIRO NUNES DE ARAUJO,162,R$ 31.266,0,,
2016,BA,GUANAMBI,Municipal,Urbana,29437857,ESCOLA MUNICIPAL VEREADOR SEBASTIAO MOREIRA MALHEIROS,60,R$ 11.940,0,,
2016,MS,ITAPORA,Municipal,Urbana,50024906,ESCOLA MUNICIPAL VEREADOR SALVADOR FERREIRA DE AGUIAR - POLO,50,R$ 7.074,0,,
2016,PE,JABOATAO DOS GUARARAPES,Municipal,Urbana,26177510,ESCOLA MUNICIPAL VEREADOR OTAVIO MIRANDA,150,R$ 21.180,0,,
2016,GO,CAMPOS BELOS,Municipal,Rural,52012611,ESCOLA MUNICIPAL VEREADOR OSVALDO ALVES DE SOUZA,60,R$ 17.460,0,,
2016,MG,JUIZ DE FORA,Municipal,Urbana,31071251,ESCOLA MUNICIPAL VEREADOR MARCOS FREESZ,85,R$ 19.035,0,,
2016,GO,SANTA TEREZINHA DE GOIAS,Municipal,Urbana,52011429,ESCOLA MUNICIPAL VEREADOR JOSE XAVIER NAVARRO,50,R$ 4.090,0,,
2016,BA,LAURO DE FREITAS,Municipal,Urbana,29432855,ESCOLA MUNICIPAL VEREADOR JOSE RAMOS,30,R$ 7.170,0,,
2016,BA,ENTRE RIOS,Municipal,Rural,29156653,ESCOLA MUNICIPAL VEREADOR JOSE RAIMUNDO DE SOUZA,100,R$ 31.020,0,,
2016,PI,TERESINA,Municipal,Urbana,22029214,ESCOLA MUNICIPAL VEREADOR JOSE OMMATI,100,R$ 21.180,0,,
2016,PE,CABROBO,Municipal,Urbana,26031590,ESCOLA MUNICIPAL VEREADOR JOSE NILTON BIONE DE ANDRADE,100,R$ 21.180,0,,
2016,PE,OLINDA,Municipal,Urbana,26135590,ESCOLA MUNICIPAL VEREADOR JOSE MENDES DE LIMA,240,R$ 47.760,0,,
2016,CE,FORTALEZA,Municipal,Urbana,23072229,ESCOLA MUNICIPAL VEREADOR JOSE BARROS DE ALENCAR,80,R$ 9.936,0,,
2016,PE,TRINDADE,Municipal,Urbana,26008866,ESCOLA MUNICIPAL VEREADOR JOSE AZARIAS,40,R$ 2.760,0,,
2016,PE,BELO JARDIM,Municipal,Rural,26050633,ESCOLA MUNICIPAL VEREADOR JOAQUIM MEDEIROS,565,R$ 167.595,0,,
2016,PR,CURITIBA,Municipal,Urbana,41389891,ESCOLA MUNICIPAL VEREADOR JOAO STIVAL- EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,190,R$ 40.290,0,,
2016,BA,GUANAMBI,Municipal,Urbana,29244714,ESCOLA MUNICIPAL VEREADOR JOAO FARIAS COTRIM,221,R$ 47.475,0,,
2016,BA,ENTRE RIOS,Municipal,Urbana,29156840,ESCOLA MUNICIPAL VEREADOR JOAO DE SOUZA BACELAR,60,R$ 11.940,0,,
2016,BA,PAULO AFONSO,Municipal,Urbana,29035589,ESCOLA MUNICIPAL VEREADOR JOAO BOSCO RIBEIRO,80,R$ 16.560,0,,
2016,AL,OLHO D AGUA DAS FLORES,Municipal,Urbana,27011089,ESCOLA MUNICIPAL VEREADOR IZIDRO PEREIRA FILHO,60,R$ 11.940,0,,
2016,SC,JOINVILLE,Municipal,Rural,42020204,ESCOLA MUNICIPAL VEREADOR HUBERT HUBENER,20,R$ 2.020,0,,
2016,TO,ARAGUATINS,Municipal,Rural,17051568,ESCOLA MUNICIPAL VEREADOR GUILHERME PARENTE,94,R$ 10.070,0,,
2016,PE,POMBOS,Municipal,Rural,26094266,ESCOLA MUNICIPAL VEREADOR FRANCISCO JOSE VERCOSA,40,R$ 13.560,0,,
2016,BA,ESPLANADA,Municipal,Rural,29157013,ESCOLA MUNICIPAL VEREADOR FELIPE FRANCISCO DE PAULA,68,R$ 24.060,0,,
2016,GO,AGUAS LINDAS DE GOIAS,Municipal,Urbana,52051560,ESCOLA MUNICIPAL VEREADOR ERICO DE SOUZA FERREIRA,200,R$ 40.440,0,,
2016,AL,PALMEIRA DOS INDIOS,Municipal,Rural,27014827,ESCOLA MUNICIPAL VEREADOR ELOI BARBOSA,156,R$ 48.420,0,,
2016,PE,JUCATI,Municipal,Urbana,26077426,ESCOLA MUNICIPAL VEREADOR ELIEL PEIXOTO DE MELO,125,R$ 28.275,0,,
2016,AL,MAJOR ISIDORO,Municipal,Rural,27010538,ESCOLA MUNICIPAL VEREADOR EDERLINDO RODRIGUES TENORIO,160,R$ 34.920,0,,
2016,SC,JOINVILLE,Municipal,Urbana,42138701,ESCOLA MUNICIPAL VEREADOR CURT ALVINO MONICH,40,R$ 2.760,0,,
2016,GO,GOIANIA,Municipal,Urbana,52068919,ESCOLA MUNICIPAL VEREADOR CARLOS EURICO DE CAMARGO ALVES,120,R$ 23.880,0,,
2016,MG,PARA DE MINAS,Municipal,Rural,31039586,ESCOLA MUNICIPAL VEREADOR BOSCO MENDONCA,30,R$ 10.530,0,,
2016,SC,JOINVILLE,Municipal,Urbana,42353262,ESCOLA MUNICIPAL VEREADOR ARINOR VOGELSANGER,80,R$ 5.520,0,,
2016,MA,OLHO D AGUA DAS CUNHAS,Municipal,Rural,21105766,ESCOLA MUNICIPAL VEREADOR ANTONIO TOMAZ,258,R$ 76.590,0,,
2016,PE,JABOATAO DOS GUARARAPES,Municipal,Urbana,26109166,ESCOLA MUNICIPAL VEREADOR ANTONIO JANUARIO,300,R$ 35.820,0,,
2016,RJ,ARMACAO DOS BUZIOS,Municipal,Urbana,33117926,ESCOLA MUNICIPAL VEREADOR ANTONIO ALIPIO DA SILVA,171,R$ 23.880,0,,
2016,RJ,ARARUAMA,Municipal,Urbana,33026491,ESCOLA MUNICIPAL VEREADOR ALCEBIADES CARVALHO DAS FLORES,120,R$ 16.560,0,,
2016,RJ,ARMACAO DOS BUZIOS,Municipal,Urbana,33027927,ESCOLA MUNICIPAL VER EMIGDIO GONCALVES COUTINHO,135,R$ 28.425,0,,
2016,PE,PASSIRA,Municipal,Rural,26071061,ESCOLA MUNICIPAL VENEZIANO VITAL DO REGO,52,R$ 17.340,0,,
2016,AL,QUEBRANGULO,Municipal,Rural,27015408,ESCOLA MUNICIPAL VENANCIO DIAS FEITOSA,32,R$ 13.440,0,,
2016,MG,CONTAGEM,Municipal,Urbana,31220990,ESCOLA MUNICIPAL VASCO PINTO DA FONSECA,80,R$ 16.560,0,,
2016,BA,FEIRA DE SANTANA,Municipal,Rural,29097916,ESCOLA MUNICIPAL VASCO DA GAMA,86,R$ 23.985,0,,
2016,TO,ARAGUATINS,Municipal,Urbana,17054940,ESCOLA MUNICIPAL VANOR DA COSTA PARREAO,99,R$ 6.895,0,,
2016,PE,JABOATAO DOS GUARARAPES,Municipal,Urbana,26109891,ESCOLA MUNICIPAL VANIA LARANJEIRA,100,R$ 21.180,0,,
2016,BA,LUIS EDUARDO MAGALHAES,Municipal,Urbana,29433231,ESCOLA MUNICIPAL VANIA APARECIDA SANTOS RIBEIRO,200,R$ 40.440,0,,
2016,BA,MORRO DO CHAPEU,Municipal,Urbana,29584604,ESCOLA MUNICIPAL VANA GUIOMAR,200,R$ 24.264,0,,
2016,BA,MAIQUINIQUE,Municipal,Rural,29284589,ESCOLA MUNICIPAL VALTER JOSE DE OLIVEIRA,144,R$ 45.360,0,,
2016,BA,PRESIDENTE DUTRA,Municipal,Urbana,29409551,ESCOLA MUNICIPAL VALTER BARRETO,204,R$ 35.655,0,,
2016,GO,VALPARAISO DE GOIAS,Municipal,Urbana,52070590,ESCOLA MUNICIPAL VALPARAISO I-E,100,R$ 21.180,0,,
2016,BA,CANSANCAO,Municipal,Rural,29944767,ESCOLA MUNICIPAL VALERIO DE SOUZA BARROS,76,R$ 24.180,0,,
2016,BA,ACAJUTIBA,Municipal,Rural,29149690,ESCOLA MUNICIPAL VALERIANO GOMES DE CARVALHO,86,R$ 27.930,0,,
2016,RJ,SAO GONCALO,Municipal,Urbana,33089701,ESCOLA MUNICIPAL VALERIA DE MATTOS FONTES,100,R$ 21.180,0,,
2016,BA,ALAGOINHAS,Municipal,Urbana,29150345,ESCOLA MUNICIPAL VALE DO SOL,66,R$ 16.350,0,,
2016,MS,COSTA RICA,Municipal,Urbana,50010743,ESCOLA MUNICIPAL VALE DO AMANHECER,486,R$ 88.080,0,,
2016,BA,SEABRA,Municipal,Rural,29221218,ESCOLA MUNICIPAL VALDOMIRO GASPAR DE SOUZA,45,R$ 5.985,0,,
2016,BA,PORTO SEGURO,Municipal,Urbana,29449006,ESCOLA MUNICIPAL VALDIVIO COSTA,150,R$ 31.050,0,,
2016,GO,APARECIDA DE GOIANIA,Municipal,Urbana,52085554,ESCOLA MUNICIPAL VALDIR GONCALVES DE AGUIAIS,200,R$ 40.440,0,,
2016,GO,CALDAS NOVAS,Municipal,Urbana,52084981,ESCOLA MUNICIPAL VALDIR ARANTES DA SILVA,130,R$ 28.350,0,,
2016,PE,RIBEIRAO,Municipal,Rural,26133449,ESCOLA MUNICIPAL VALDIJANE RITA DE OLIVEIRA,28,R$ 10.500,0,,
2016,BA,IRAMAIA,Municipal,Rural,29478804,ESCOLA MUNICIPAL VALDETE CORREIA,163,R$ 52.125,0,,
2016,BA,SERRA DOURADA,Municipal,Urbana,29017220,ESCOLA MUNICIPAL VALDEMAR SOUZA FAGUNDES,80,R$ 5.520,0,,
2016,PE,SALGUEIRO,Municipal,Urbana,26011379,ESCOLA MUNICIPAL VALDEMAR SOARES DE MENEZES,210,R$ 42.990,0,,
2016,PE,SERRITA,Municipal,Rural,26014130,ESCOLA MUNICIPAL VALDEMAR FERREIRA FILHO,40,R$ 13.560,0,,
2016,PE,PETROLINA,Municipal,Rural,26152339,ESCOLA MUNICIPAL VALDEMAR BARBOSA SILVA,60,R$ 17.460,0,,
2016,SE,RIACHAO DO DANTAS,Municipal,Rural,28012518,ESCOLA MUNICIPAL URSINO SOUZA RAMOS,60,R$ 10.476,0,,
2016,PE,VICENCIA,Municipal,Urbana,26092832,ESCOLA MUNICIPAL URBANO RAMOS DE ANDRADE LIMA,120,R$ 23.880,0,,
2016,TO,PORTO NACIONAL,Municipal,Urbana,17045533,ESCOLA MUNICIPAL UNIAO E PROGRESSO,229,R$ 12.410,0,,
2016,BA,SANTA CRUZ CABRALIA,Municipal,Rural,29327610,ESCOLA MUNICIPAL UNIAO DOS POSSEIROS,57,R$ 17.415,0,,
2016,BA,JEQUIE,Municipal,Urbana,29229073,ESCOLA MUNICIPAL UNIAO DO POVO,211,R$ 44.925,0,,
2016,BA,WENCESLAU GUIMARAES,Municipal,Rural,29316987,ESCOLA MUNICIPAL UNIAO DO IMBIRUSSU,42,R$ 17.190,0,,
2016,BA,SIMOES FILHO,Municipal,Urbana,29201624,ESCOLA MUNICIPAL UNIAO DA BAHIA,40,R$ 9.240,0,,
2016,MG,BELO HORIZONTE,Municipal,Urbana,31273252,ESCOLA MUNICIPAL UNIAO COMUNITARIA,184,R$ 40.200,0,,
2016,GO,INHUMAS,Municipal,Urbana,52023311,ESCOLA MUNICIPAL UNI DUNI TE,80,R$ 9.936,0,,
2016,MG,BELO HORIZONTE,Municipal,Urbana,31231983,ESCOLA MUNICIPAL ULYSSES GUIMARAES,285,R$ 59.475,0,,
2016,BA,ARACAS,Municipal,Rural,29152380,ESCOLA MUNICIPAL ULISSES GUIMARAES,29,R$ 10.515,0,,
2016,BA,SEABRA,Municipal,Rural,29221196,ESCOLA MUNICIPAL ULISSES GUIMARAES,28,R$ 3.980,0,,
2016,BA,VARZEA DA ROCA,Municipal,Rural,29088992,ESCOLA MUNICIPAL ULISSES GUIMARAES,34,R$ 13.470,0,,
2016,CE,FORTALEZA,Municipal,Urbana,23256907,ESCOLA MUNICIPAL ULISSES GUIMARAES,120,R$ 14.328,0,,
2016,GO,VALPARAISO DE GOIAS,Municipal,Urbana,52085856,ESCOLA MUNICIPAL ULISSES GUIMARAES,100,R$ 21.180,0,,
2016,BA,ALAGOINHAS,Municipal,Urbana,29149770,ESCOLA MUNICIPAL UIRASSU DE ASSIS BATISTA,200,R$ 40.440,0,,
2016,BA,CANDEIAS,Municipal,Rural,29176867,ESCOLA MUNICIPAL UBALDO DE CARVALHO FERREIRA,66,R$ 24.030,0,,
2016,AM,PARINTINS,Municipal,Rural,13042726,ESCOLA MUNICIPAL TSUKASA UYETSUKA,400,R$ 118.320,0,,
2016,CE,FORTALEZA,Municipal,Urbana,23078162,ESCOLA MUNICIPAL TRISTAO DE ALENCAR,120,R$ 14.328,0,,
2016,MG,BELO HORIZONTE,Municipal,Urbana,31003808,ESCOLA MUNICIPAL TRISTAO DA CUNHA,250,R$ 52.230,0,,
2016,RJ,RIO DAS FLORES,Municipal,Rural,33035261,ESCOLA MUNICIPAL TRES ILHAS,38,R$ 8.118,0,,
2016,BA,LAMARAO,Municipal,Rural,29140447,ESCOLA MUNICIPAL TRAIRA II,39,R$ 4.035,0,,
2016,BA,LAMARAO,Municipal,Rural,29140404,ESCOLA MUNICIPAL TRAIRA I,61,R$ 7.985,0,,
2016,MG,UBERABA,Municipal,Rural,31165221,ESCOLA MUNICIPAL TOTONHO DE MORAIS,110,R$ 34.770,0,,
2016,PE,SALGUEIRO,Municipal,Rural,26011301,ESCOLA MUNICIPAL TORRES GALVAO,73,R$ 24.135,0,,
2016,PI,TERESINA,Municipal,Urbana,22137750,ESCOLA MUNICIPAL TORQUATO NETO,120,R$ 23.880,0,,
2016,BA,TEOLANDIA,Municipal,Urbana,29313368,ESCOLA MUNICIPAL TORQUATO GONCALVES GUIMARAES,90,R$ 19.110,0,,
2016,RJ,ARARUAMA,Municipal,Rural,33145822,ESCOLA MUNICIPAL TONINHO SENRA,164,R$ 52.140,0,,
2016,GO,MINEIROS,Municipal,Urbana,52053717,ESCOLA MUNICIPAL TONICO CORREDEIRA,150,R$ 18.630,0,,
2016,BA,TEOFILANDIA,Municipal,Rural,29148790,ESCOLA MUNICIPAL TOME DE SOUZA,307,R$ 65.940,0,,
2016,PE,AFRANIO,Municipal,Rural,26030926,ESCOLA MUNICIPAL TOME DE SOUZA,120,R$ 34.920,0,,
2016,PE,PANELAS,Municipal,Rural,26085810,ESCOLA MUNICIPAL TOME DE SOUZA,20,R$ 6.780,0,,
2016,AL,QUEBRANGULO,Municipal,Rural,27015629,ESCOLA MUNICIPAL TOMAZ TENORIO DE HOLANDA,22,R$ 10.410,0,,
2016,CE,FORTALEZA,Municipal,Urbana,23257652,ESCOLA MUNICIPAL TOMAZ MUNIZ,80,R$ 9.936,0,,
2016,SE,PORTO DA FOLHA,Municipal,Urbana,28003500,ESCOLA MUNICIPAL TOMAZ BERMUDES,188,R$ 40.260,0,,
2016,PI,TERESINA,Municipal,Rural,22025162,ESCOLA MUNICIPAL TOMAS DE OLIVEIRA LOPES,50,R$ 17.310,0,,
2016,BA,SERRA DO RAMALHO,Municipal,Rural,29342597,ESCOLA MUNICIPAL TOM JOBIM,48,R$ 17.280,0,,
2016,AM,PARINTINS,Municipal,Rural,13043706,ESCOLA MUNICIPAL TOLEDO PIZZA,67,R$ 24.045,0,,
2016,BA,VALENCA,Municipal,Rural,29291224,ESCOLA MUNICIPAL TOBIAS ALVES PEREIRA,45,R$ 17.235,0,,
2016,BA,SANTO ANTONIO DE JESUS,Municipal,Urbana,29172217,ESCOLA MUNICIPAL TIRO DE GUERRA,100,R$ 12.708,0,,
2016,MA,IMPERATRIZ,Municipal,Urbana,21197199,ESCOLA MUNICIPAL TIRADENTES II,160,R$ 19.872,0,,
2016,AM,PARINTINS,Municipal,Rural,13043692,ESCOLA MUNICIPAL TIRADENTES,64,R$ 24.000,0,,
2016,BA,BARRO ALTO,Municipal,Rural,29059224,ESCOLA MUNICIPAL TIRADENTES,89,R$ 27.975,0,,
2016,BA,PRADO,Municipal,Urbana,29357772,ESCOLA MUNICIPAL TIRADENTES,60,R$ 11.940,0,,
2016,BA,SAUBARA,Municipal,Rural,29174783,ESCOLA MUNICIPAL TIO DOROGA,34,R$ 13.470,0,,
2016,PI,TERESINA,Municipal,Urbana,22025154,ESCOLA MUNICIPAL TIO BENTES,100,R$ 6.900,0,,
2016,BA,NOVA SOURE,Municipal,Rural,29130794,ESCOLA MUNICIPAL TINGUI,20,R$ 6.780,0,,
2016,RN,SAO MIGUEL,Municipal,Rural,24015202,ESCOLA MUNICIPAL TIMBAUBA,44,R$ 17.220,0,,
2016,PE,SAO JOAO,Municipal,Urbana,26081091,ESCOLA MUNICIPAL TICO E TECO,72,R$ 16.440,0,,
2016,AL,VICOSA,Municipal,Rural,27025373,ESCOLA MUNICIPAL TIBURCIO NEMESIO,38,R$ 13.530,0,,
2016,PE,TRINDADE,Municipal,Rural,26008912,ESCOLA MUNICIPAL TIBURCIO DO NASCIMENTO,30,R$ 10.530,0,,
2016,GO,EDEIA,Municipal,Urbana,52056457,ESCOLA MUNICIPAL TIBURCIO BUENO DE AZEREDO,30,R$ 2.710,0,,
2016,MA,OLHO D AGUA DAS CUNHAS,Municipal,Rural,21105740,ESCOLA MUNICIPAL TIA SANTOCA,51,R$ 17.325,0,,
2016,PI,INHUMA,Municipal,Urbana,22048146,ESCOLA MUNICIPAL TIA NENEN BRITO,179,R$ 35.805,0,,
2016,SE,SAO CRISTOVAO,Municipal,Urbana,28021738,ESCOLA MUNICIPAL TIA MARINETE,30,R$ 7.170,0,,
2016,PI,PICOS,Municipal,Urbana,22258710,ESCOLA MUNICIPAL TIA LURDES,61,R$ 16.275,0,,
2016,GO,ACREUNA,Municipal,Urbana,52082571,ESCOLA MUNICIPAL TIA LOURDES,250,R$ 52.230,0,,
2016,MA,OLHO D AGUA DAS CUNHAS,Municipal,Rural,21388202,ESCOLA MUNICIPAL TIA LILI MESQUITA,34,R$ 13.470,0,,
2016,BA,TAPIRAMUTA,Municipal,Urbana,29088518,ESCOLA MUNICIPAL TIA CLARISSE,100,R$ 12.708,0,,
2016,MA,FORTALEZA DOS NOGUEIRAS,Municipal,Urbana,21186847,ESCOLA MUNICIPAL TIA ANALIA,120,R$ 23.880,0,,
2016,BA,CANDEIAS,Municipal,Rural,29177243,ESCOLA MUNICIPAL THYERES NOVAES CERQUEIRA LIMA,75,R$ 24.165,0,,
2016,CE,FORTALEZA,Municipal,Urbana,23078030,ESCOLA MUNICIPAL THOMAZ POMPEU SOBRINHO,150,R$ 18.630,0,,
2016,BA,SENHOR DO BONFIM,Municipal,Urbana,29056586,ESCOLA MUNICIPAL THOMAZ GUIMARAES,189,R$ 40.275,0,,
2016,BA,CAMACARI,Municipal,Rural,29176247,ESCOLA MUNICIPAL THOMAZ CAMILO,100,R$ 31.020,0,,
2016,BA,NOVA VICOSA,Municipal,Urbana,29398134,ESCOLA MUNICIPAL THEONES SOARES DA FONSECA,150,R$ 31.050,0,,
2016,MG,BELO HORIZONTE,Municipal,Urbana,31312606,ESCOLA MUNICIPAL THEOMAR DE CASTRO ESPINDOLA,150,R$ 31.050,0,,
2016,BA,JAGUARARI,Municipal,Rural,29054133,ESCOLA MUNICIPAL THEODULO DE ALBUQUERQUE,100,R$ 31.020,0,,
2016,BA,CATU,Municipal,Urbana,29334500,ESCOLA MUNICIPAL THEMISTOCLES CEZAR GOES,100,R$ 21.180,0,,
2016,PE,CUSTODIA,Municipal,Rural,26026570,ESCOLA MUNICIPAL TERTULINA RAFAEL DE SIQUEIRA,24,R$ 10.440,0,,
2016,BA,IPIAU,Municipal,Urbana,29304130,ESCOLA MUNICIPAL TERTULINA PEREIRA ANDRADE,126,R$ 28.290,0,,
